id,red,green,blue,barony,county,duchy,kingdom,empire,terrain,culture,religion,holding,map red,map green,map blue
1078,127,39,39,Durham,Durham,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,85
1079,169,42,167,Durham,Durham,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,84
1080,1,45,40,Mount Howitt,Mount Howitt,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,83
1081,43,48,168,Mount Howitt,Mount Howitt,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,82
1082,85,51,41,Mount Howitt,Mount Howitt,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,81
1083,127,54,169,Mount Margaret,Mount Margaret,Thargomindah,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,80
1084,169,57,42,Ardoch,Ardoch,Thargomindah,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,79
1085,1,60,170,Ardoch,Ardoch,Thargomindah,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,78
1086,43,63,43,Toompine,Toompine,Thargomindah,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,77
1087,85,66,171,Toompine,Toompine,Thargomindah,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,76
1088,127,69,44,Big Creek,Big Creek,Opal,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,75
1089,169,72,172,Big Creek,Big Creek,Opal,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,74
1090,1,75,45,Big Creek,Big Creek,Opal,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,73
1091,43,78,173,Boatman,Boatman,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,72
1092,85,81,46,Boatman,Boatman,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,71
1093,127,84,174,Begonia,Begonia,Dirranbandi,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,70
1094,169,87,47,Begonia,Begonia,Dirranbandi,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,69
1095,1,90,175,Begonia,Begonia,Dirranbandi,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,68
1096,43,93,48,Mitchell,Mitchell,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,161,170,114
1097,85,96,176,Mitchell,Mitchell,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,160,170,114
1098,127,99,49,Mitchell,Mitchell,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,159,170,114
1099,169,102,177,Roma,Roma,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,158,170,114
1100,1,105,50,Roma,Roma,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,157,170,114
1101,43,108,178,Roma,Roma,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,156,170,114
1102,85,111,51,Miles,Miles,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,155,170,114
1103,127,114,179,Miles,Miles,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,154,170,114
1104,169,117,52,Tara,Tara,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,153,170,114
1105,1,120,180,Tara,Tara,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,152,170,114
1106,43,123,53,Tara,Tara,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,151,170,114
1107,85,126,181,Dalby,Dalby,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,150,170,114
1108,127,127,54,Dalby,Dalby,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,149,170,114
1109,126,30,194,Dalby,Dalby,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,148,170,114
1110,168,33,67,Dalby,Dalby,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,147,170,114
1111,0,36,195,Maroochydore,Maroochydore,Brisbane,Gold Coast,Great Barrier,plains,aussie,tersian,auto,146,170,114
1112,85,141,56,Maroochydore,Maroochydore,Brisbane,Gold Coast,Great Barrier,plains,aussie,tersian,auto,145,170,114
1113,127,144,184,Maroochydore,Maroochydore,Brisbane,Gold Coast,Great Barrier,plains,aussie,tersian,auto,144,170,114
1114,169,147,57,Maroochydore,Maroochydore,Brisbane,Gold Coast,Great Barrier,plains,aussie,tersian,auto,143,170,114
1115,1,150,185,Kingaroy,Kingaroy,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,142,170,114
1116,43,153,58,Kingaroy,Kingaroy,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,141,170,114
1117,85,156,186,Kingaroy,Kingaroy,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,140,170,114
1118,127,159,59,Chinchilla,Chinchilla,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,139,170,114
1119,169,162,187,Chinchilla,Chinchilla,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,138,170,114
1120,1,165,60,Chinchilla,Chinchilla,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,137,170,114
1121,43,168,188,Chinchilla,Chinchilla,Western Downs,Gold Coast,Great Barrier,plains,aussie,tersian,auto,136,170,114
1122,85,171,61,Surat,Surat,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,135,170,114
1123,127,174,189,Surat,Surat,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,134,170,114
1124,169,177,62,Surat,Surat,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,133,170,114
1125,1,180,190,Sunshine Coast,Sunshine Coast,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,132,170,114
1126,43,183,63,Sunshine Coast,Sunshine Coast,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,131,170,114
1127,85,186,191,Sunshine Coast,Sunshine Coast,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,130,170,114
1128,127,189,64,Sunshine Coast,Sunshine Coast,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,129,170,114
1129,169,192,192,Sunshine Coast,Sunshine Coast,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,128,170,114
1130,1,195,65,Maryborough,Maryborough,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,127,170,114
1131,43,198,193,Maryborough,Maryborough,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,126,170,114
1132,85,201,66,Maryborough,Maryborough,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,125,170,114
1133,127,204,194,Maryborough,Maryborough,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,124,170,114
1134,169,207,67,Maryborough,Maryborough,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,123,170,114
1135,1,210,195,Mundubbera,Mundubbera,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,122,170,114
1136,43,0,68,Mundubbera,Mundubbera,Sunshine,Gold Coast,Great Barrier,plains,aussie,tersian,auto,121,170,114
1137,85,3,196,Taroom,Taroom,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,120,170,114
1138,127,6,69,Taroom,Taroom,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,119,170,114
1139,169,9,197,Taroom,Taroom,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,118,170,114
1140,1,12,70,Taroom,Taroom,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,117,170,114
1141,43,15,198,Injune,Injune,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,116,170,114
1142,85,18,71,Injune,Injune,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,115,170,114
1143,127,21,199,Injune,Injune,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,114,170,114
1144,169,24,72,Injune,Injune,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,113,170,114
1145,1,27,200,Forest Vale,Forest Vale,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,112,170,114
1146,43,30,73,Forest Vale,Forest Vale,Maranoa,Gold Coast,Great Barrier,plains,aussie,tersian,auto,111,170,114
1147,85,33,201,Morven,Morven,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,113
1148,127,36,74,Morven,Morven,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,112
1149,169,39,202,Morven,Morven,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,111
1150,1,42,75,Morven,Morven,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,110
1151,43,45,203,Charleville,Charleville,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,109
1152,85,48,76,Charleville,Charleville,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,108
1153,127,51,204,Charleville,Charleville,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,107
1154,169,54,77,Charleville,Charleville,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,106
1155,1,57,205,Cheepie,Cheepie,Opal,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,105
1156,43,60,78,Cheepie,Cheepie,Opal,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,104
1157,85,63,206,Cheepie,Cheepie,Opal,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,103
1158,127,66,79,Quilpie,Quilpie,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,102
1159,169,69,207,Quilpie,Quilpie,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,101
1160,1,72,80,Quilpie,Quilpie,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,100
1161,43,75,208,Eromanga,Eromanga,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,99
1162,85,78,81,Eromanga,Eromanga,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,98
1163,127,81,209,Eromanga,Eromanga,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,97
1164,169,84,82,East Simpson Desert,East Simpson Desert,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,255,208
1165,1,87,210,East Simpson Desert,East Simpson Desert,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,254,208
1166,43,90,83,Birdsville,Birdsville,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,253,208
1167,85,93,211,Birdsville,Birdsville,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,252,208
1168,127,96,84,Birdsville,Birdsville,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,251,208
1169,169,99,212,Durn,Durn,Claypan,Channels,Inner Queensland,plains,aussie,tersian,auto,91,250,208
1170,1,102,85,Durn,Durn,Claypan,Channels,Inner Queensland,plains,aussie,tersian,auto,91,249,208
1171,43,105,213,South Galway,South Galway,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,248,208
1172,85,108,86,South Galway,South Galway,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,247,208
1173,127,111,214,Lynwood,Lynwood,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,207
1174,169,114,87,Lynwood,Lynwood,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,206
1175,1,117,215,Lynwood,Lynwood,Yamma Yamma,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,205
1176,43,120,88,Hell Hole Gorge,Hell Hole Gorge,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,204
1177,85,123,216,Hell Hole Gorge,Hell Hole Gorge,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,203
1178,127,126,89,Hell Hole Gorge,Hell Hole Gorge,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,202
1179,169,129,217,Adavale,Adavale,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,201
1180,1,132,90,Adavale,Adavale,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,200
1181,43,135,218,Adavale,Adavale,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,199
1182,85,138,91,Scrubby Creek,Scrubby Creek,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,198
1183,127,141,219,Scrubby Creek,Scrubby Creek,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,197
1184,169,144,92,Scrubby Creek,Scrubby Creek,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,196
1185,1,147,220,Augathella,Augathella,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,195
1186,43,150,93,Augathella,Augathella,Murweh,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,194
1187,85,153,221,Hillside Forest,Hillside Forest,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,73
1188,127,156,94,Hillside Forest,Hillside Forest,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,74
1189,169,159,222,Oak Vale,Oak Vale,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,75
1190,1,162,95,Oak Vale,Oak Vale,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,76
1191,43,165,223,Oak Vale,Oak Vale,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,77
1192,85,168,96,Expedition,Expedition,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,78
1193,127,171,224,Expedition,Expedition,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,79
1194,169,174,97,Expedition,Expedition,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,80
1195,1,177,225,Theodore,Theodore,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,190,170,114
1196,43,180,98,Theodore,Theodore,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,189,170,114
1197,85,183,226,Theodore,Theodore,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,188,170,114
1198,127,186,99,Theodore,Theodore,Banana,Gold Coast,Great Barrier,plains,aussie,tersian,auto,187,170,114
1199,169,189,227,Dawson Park,Dawson Park,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,186,170,114
1200,1,192,0,Dawson Park,Dawson Park,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,185,170,114
1201,43,195,128,Dawson Park,Dawson Park,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,184,170,114
1202,85,198,1,Monto,Monto,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,183,170,114
1203,127,201,129,Monto,Monto,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,182,170,114
1204,169,204,2,Monto,Monto,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,181,170,114
1205,1,207,130,Monto,Monto,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,180,170,114
1206,43,210,3,Bundaberg,Bundaberg,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,179,170,114
1207,85,0,131,Bundaberg,Bundaberg,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,178,170,114
1208,127,3,4,Bundaberg,Bundaberg,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,177,170,114
1209,169,6,132,Gladstone,Gladstone,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,176,170,114
1210,1,9,5,Gladstone,Gladstone,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,175,170,114
1211,43,12,133,Gladstone,Gladstone,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,174,170,114
1212,85,15,6,Gladstone,Gladstone,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,173,170,114
1213,127,18,134,Biloela,Biloela,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,172,170,114
1214,169,21,7,Biloela,Biloela,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,171,170,114
1215,1,24,135,Biloela,Biloela,North Burnett,Gold Coast,Great Barrier,plains,aussie,tersian,auto,170,170,114
1216,43,27,8,Moura,Moura,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,115
1217,85,30,136,Moura,Moura,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,116
1218,127,33,9,Moura,Moura,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,117
1219,169,36,137,Moura,Moura,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,118
1220,1,39,10,Moura,Moura,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,119
1221,43,42,138,Rolleston,Rolleston,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,120
1222,85,45,11,Rolleston,Rolleston,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,121
1223,127,48,139,Rolleston,Rolleston,Central Highlands,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,122
1224,169,51,12,Carnarvon,Carnarvon,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,123
1225,1,54,140,Carnarvon,Carnarvon,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,124
1226,43,57,13,Carnarvon,Carnarvon,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,125
1227,85,60,141,Carnarvon,Carnarvon,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,126
1228,127,63,14,Carnarvon,Carnarvon,Carnarvon,Fitzroy,Great Barrier,plains,aussie,tersian,auto,191,255,127
1229,169,66,142,Tambo,Tambo,Blackall Tambo,Downlands,Inner Queensland,plains,aussie,tersian,auto,29,0,255
1230,1,69,15,Tambo,Tambo,Blackall Tambo,Downlands,Inner Queensland,plains,aussie,tersian,auto,29,0,254
1231,43,72,143,Tambo,Tambo,Blackall Tambo,Downlands,Inner Queensland,plains,aussie,tersian,auto,29,0,253
1232,85,75,16,Idalia,Idalia,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,252
1233,127,78,144,Idalia,Idalia,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,251
1234,169,81,17,Idalia,Idalia,Hell,Mulga,Inner Queensland,plains,aussie,tersian,auto,162,160,250
1235,1,84,145,Welford,Welford,Welford,Channels,Inner Queensland,plains,aussie,tersian,auto,91,159,208
1236,43,87,18,Welford,Welford,Welford,Channels,Inner Queensland,plains,aussie,tersian,auto,91,158,208
1237,85,90,146,Welford,Welford,Welford,Channels,Inner Queensland,plains,aussie,tersian,auto,91,157,208
1238,127,93,19,Windorah,Windorah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,156,208
1239,169,96,147,Windorah,Windorah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,155,208
1240,1,99,20,Windorah,Windorah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,154,208
1241,43,102,148,Jundah,Jundah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,153,208
1242,85,105,21,Jundah,Jundah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,152,208
1243,127,108,149,Jundah,Jundah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,151,208
1244,169,111,22,Palpararah,Palpararah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,150,208
1245,1,114,150,Palpararah,Palpararah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,149,208
1246,43,117,23,Palpararah,Palpararah,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,148,208
1247,85,120,151,Mooraberree,Mooraberree,Claypan,Channels,Inner Queensland,plains,aussie,tersian,auto,91,147,208
1248,127,123,24,Mooraberree,Mooraberree,Claypan,Channels,Inner Queensland,plains,aussie,tersian,auto,91,146,208
1249,169,126,152,Bedourie,Bedourie,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,145,208
1250,1,129,25,Bedourie,Bedourie,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,144,208
1251,43,132,153,Ethabuka,Ethabuka,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,143,208
1252,85,135,26,Ethabuka,Ethabuka,Munga Thirri,Channels,Inner Queensland,plains,aussie,tersian,auto,91,142,208
1253,127,138,154,Breadalbane,Breadalbane,Claypan,Channels,Inner Queensland,plains,aussie,tersian,auto,91,141,208
1254,169,141,27,Breadalbane,Breadalbane,Claypan,Channels,Inner Queensland,plains,aussie,tersian,auto,91,140,208
1255,1,144,155,Cravens Peak,Cravens Peak,Boulia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,139,208
1256,43,147,28,Cravens Peak,Cravens Peak,Boulia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,138,208
1257,85,150,156,Cravens Peak,Cravens Peak,Boulia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,137,208
1258,127,153,29,Canary,Canary,Boulia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,136,208
1259,169,156,157,Canary,Canary,Boulia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,135,208
1260,1,159,30,Diamantina,Diamantina,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,134,208
1261,43,162,158,Diamantina,Diamantina,Barcoo,Channels,Inner Queensland,plains,aussie,tersian,auto,91,133,208
1262,85,165,31,Goneaway,Goneaway,Middletonia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,132,208
1263,127,168,159,Goneaway,Goneaway,Middletonia,Channels,Inner Queensland,plains,aussie,tersian,auto,91,131,208
